 Blood Bank Name, State, District, City, Address,Pincode, Contact No, Email, Latitude, Longitude
Raichur Institute of Medical Sciences Teaching Hospital (RIMS) Blood Bank,Karnataka,RAICHUR,Raichur,Rajendra Gunj,584101,,,16.229892,77.35936
Sri Shakti Blood Bank,Karnataka,RAICHUR,Sindhanur,"Badarli Venkat Rao Gouda Health Care Association, Venkateshwara Tourist Home, Sukalapeta Road",584128,0853 5220299,,15.7687772,76.7638445
M/S Indian Red Cross Society,Karnataka,RAMANAGARA,Ramanagar,"Ramanagar District Branch,
District Hospital Premises,1st Floor",562117,080 2727200,icrsramanagara@gmail.com,12.5418511,77.3404064
Jeevadhara Blood Bank,Karnataka,SHIVAMOGGA,Bhadravathi,"17, Meena Nursing Home, Madhava Nagar",577301,08182 263770,,13.844738,75.710033
VISL Hospital Blood Bank,Karnataka,SHIVAMOGGA,Bhadravati," SH 65, Hutta Colony",577301,08182 271620,,13.83034,75.690275
McGann Hospital Blood Bank,Karnataka,SHIVAMOGGA,Shimoga,Sagar Road,577201,08182 222412,,13.935689,75.562968
Shimoga Mid Town Rotary Charity Foundation Blood Bank,Karnataka,SHIVAMOGGA,Shimoga,"Opposite Usha Nursing Home, 100 Feet Road",577201,08182 274333,,13.94626,75.57832
Subbaiah Medical College Blood Bank,Karnataka,SHIVAMOGGA,Shimoga,"NH-13, Purle, Hjolehonnur, Road",577201,08182 277505,,13.932932,75.617172
M/s. Sahyadri Narayana Multispeciality Hospital Blood Bank,Karnataka,SHIVAMOGGA,Shimoga,"New Thirthahalli Road, Harakere",577202,08182 221577,,13.908068,75.560375
Red Cross Sanjeevini Blood Bank,Karnataka,SHIVAMOGGA,Shivamogga,"Ist Floor, Kshiti Complex, JPN Road",577201,08182 228855,,13.933868,75.57183
Sri Sidhartha Medical College Blood Bank,Karnataka,TUMAKURU,Tumkur,"Agalakote, B.H.Road",572102,08162 278867,,13.346024,77.057009
District Hospital Blood Bank Tumkur,Karnataka,TUMAKURU,Tumkur,"Near Town Hall, B.H. Road, Tumkur",572101,08162 257404,,13.339661,77.098414
J.C. Voluntary Blood Bank,Karnataka,TUMAKURU,Tumkur,"Plot No. 5421, II Floor, Narasimha Building, Nisarga Layout, B.H. Road",572101,08162 272980 ,,13.337779,77.11681
Vijaya Hospital Blood Bank,Karnataka,TUMAKURU,Tumkur,"10054/A, 4511/A, 3rd Main Road",572103,0816 2257762,,13.332531,77.096051
Rotary Tumkur Central Belli Blood Bank,Karnataka,TUMAKURU,Tumkur,"Khata No. 308/A, 321/A and 303/A/321, Ward No. 13, Opposite Government Hospital, Gandhinagar",572201,0816 225277,,13.3415593,77.1031786
Sri Shridevi Charitable Trust - Sreedevi Institute of Medical Sciences & Research Hospital Blood Bank,Karnataka,TUMAKURU,Tumkur,"NH-4, Sira Road,Tumkur",572106,7259033424,,13.376281,77.096987
Kasturba Hospital Blood Bank,Karnataka,UDUPI,Manipal,"Site.No.55/2, Shivalli Village, Manipal Udupi",576104,0820 2922331  ,,13.353846,74.789057
District Hospital Blood Bank Udupi,Karnataka,UDUPI,Udupi,District Hospital,576101,0820 2520555,,13.334045,74.742105
K. L. E. Society Blood Bank,Karnataka,UTTARA KANNADA,Ankola,Dr. Kamal hospital & Medical Research Centre,581301,08388 230257,,14.661796,74.309805
District Hospital Blood Bank Karwar,Karnataka,UTTARA KANNADA,Karwar,District Hospital Premises,581301,0838 2226318,,14.817283,74.12968
Pandit General Hospital Blood Bank,Karnataka,UTTARA KANNADA,Karwar,Sirsi,581401,0838 2223066,,14.32773,74.491531
The Uttara Kannada Blood Bank and Health Services Society,Karnataka,UTTARA KANNADA,Kumta,"London Mahal, Gujjar Galli",581343,08382 221851 ,uk.uttarakannada.bb@gmail.com,14.4292776,74.4024452
Shripad Hegde Kadave Institute of Medical Sciences Blood Bank,Karnataka,UTTARA KANNADA,Sirsi,T.S.S. Hospital,581401,0838 6221851,,14.632385,74.848338
M/s. Indian Red Cross Society Blood Bank Yadgir,Karnataka,YADGIR,Yadgir,"Gate no:-3,Government District Hospital Premises",585201,08473 250355,ircsyadgir@gmail.com,16.752789,77.138698
K. V. M. Hospital Blood Bank,Kerala,ALAPPUZHA,Alappuzha,"P.B. No. 30, Chertala",688524,0477 2812228,,9.667112,76.339569
Woman and Child Hospital Blood Bank,Kerala,ALAPPUZHA,Alappuzha,Beach bazar,688012,0477 2251151,,9.4637103,76.3702515
Central Travancore Specialist Hospital Limited Blood Bank,Kerala,ALAPPUZHA,Chegannur,,,,,,
M/s. Sanjivani Multispeciality Hospital Blood Bank,Kerala,ALAPPUZHA,Chengannur,"A unit of GIDS Enterprises Private Limited, Alacode, Kollakadavu Post, Cheriyanad, Chengannur, Alappuzha",690509,0479 2350030,info@smsh.in,9.259447,76.596252
Century Hospital Blood Bank,Kerala,ALAPPUZHA,Chenganoor,Mulakuzha,689505,0479 2468710,,9.304895,76.63545
Sacred Heart Hospital Blood Bank,Kerala,ALAPPUZHA,Cherthala,Green Garden,,0478 2822337,,9.662125,76.338902
V. S. M. Hospital Blood Bank,Kerala,ALAPPUZHA,Mavelikkara,"Building No. XIV/368, Thattarambalam",690103,0479 2304222,,9.247819,76.521093
Chitra Hospital Blood Bank,Kerala,ALAPPUZHA,Pandalam,"Pandalam,Alappuzha",,,,,
T. D. Medical College Hospital Blood Bank Alappuzha ,Kerala,ALAPPUZHA,Vandanam,Vandanam,688005,0477 2282709,,9.416254,76.347601
M/s. Rajagiri Healthcare and Education Trust Blood Bank,Kerala,ERNAKULAM,Aluva,"Changamveli, Aluva, Ernakulam",683112,0484 6655618,mail@rajagirihospital.com,10.087575,76.388062
Regional Blood Transfusion Centre - District Hospital,Kerala,ERNAKULAM,Alwaye,"Railway Station Road, Periyar Nagar",683101,0484 2625101,,10.105151,76.355191
Carmel Hospital Blood Bank,Kerala,ERNAKULAM,Alwaye,Ashokapuram,683101,0484 2625346,,10.090627,76.362146
Little Flower Hospital Blood Bank,Kerala,ERNAKULAM,Angamaly,M. G. Road,683572,0484 3096666,,10.190395,76.39029
Aster Medicity - Aster DM Healthcare Private Limited Blood Bank,Kerala,ERNAKULAM,Cheranalloor,"IX/475 L, Kuttysahib Road, Near Kothad Bridge, South Chittoor ",682027,0484 2373434,,10.043946,76.277515
General Hospital Blood Bank ,Kerala,ERNAKULAM,Ernakulam,Hospital Road,680011,"0484 2366426, 0484 2625101, 0484 2386000",,9.971979,76.281693
INHS Sanjeevini Naval Base Blood Bank,Kerala,ERNAKULAM,Ernakulam,Willingdon Island,682003,0484 2662366,,9.946756,76.282561
IMA Voluntary Donor Blood Bank,Kerala,ERNAKULAM,Ernakulam,T. D. Road,682011,"0484 2361549, 0484 2350522",,10.01486,76.303466
Lisie Hospital Blood Bank,Kerala,ERNAKULAM,Ernakulam,Lisie Medical Institution,682018,"0484 2400812, 0484 2401817",,9.988224,76.288097
Malankara Orthodox Syrian Church Medical Mission Hospital Blood Bank,Kerala,ERNAKULAM,Ernakulam,Kolencherry,680311,0484 3055555,,9.983305,76.474382
Amritha Institute of Medical Sciences Research Centre Blood Bank,Kerala,ERNAKULAM,Ernakulam,,682041,0484 4001234,,10.033082,76.293881
Medical Trust Hospital Blood Bank,Kerala,ERNAKULAM,Kakkanad,"M.G.Road, Pallimukku",682016,0484 2358001,,9.964196,76.287884
Government Medical College Ernakulam Blood Bank,Kerala,ERNAKULAM,Kalamassery,HMT Colony Post,683503,0484 2754813,cmcbloodbank@gmail.com,10.05335,76.354918
P. V. S. Memorial Hospital Limited Blood Bank,Kerala,ERNAKULAM,Kallor,"NH Road, Next to Gokulam Park",682017,0484 4182888,info@pvsmemorialhospital.com,9.993389,76.291263
Samaritan Hospital Blood Bank,Kerala,ERNAKULAM,Kizhakkambalam,Pazhanganad,683562,"0484 2680511, 0484 2680516",,10.043927,76.397584
Lourdes Hospital Blood Bank,Kerala,ERNAKULAM,Kochi,Pachalam,683503,0484 4123456,,10.006644,76.277863
Sunrise Institute of Medical Sciences Private Limited Blood Bank,Kerala,ERNAKULAM,Kochi,Sea Port Air Port Road,682025,0484 4160000,,10.025327,76.338945
Devamatha Hospital Blood Bank,Kerala,ERNAKULAM,Koothattukulam,,686662,0485 2252271,,9.866189,76.594952
Mar Baselius Medical Mission Hospital Blood Bank,Kerala,ERNAKULAM,Kothamangalam,"NH49, Near Post Office",686691,0485 2822203,,10.064487,76.622272
Saint Joseph Hospital Blood Bank,Kerala,ERNAKULAM,Kothamangalam,Dharmagiri,686691,0485 2862391,,10.012211,76.323922
Lakeshore HospitalandResearch Centre Limited Blood Bank,Kerala,ERNAKULAM,Maradu,Nettoor,682040,0484 2701033,,9.918926,76.318973
Nirmala Medical Center Blood Bank,Kerala,ERNAKULAM,Moovattupuzha,Kizhakkekara,686661,0485 2835343,,9.982197,76.585123
Sree Narayana Institute of Medical Sciences Blood Bank,Kerala,ERNAKULAM,North Kuthyathode,Chalakka,683594,"0484 2479199, 0484 2573023",,10.156697,76.282305
Sanjoe Hospital Blood Bank,Kerala,ERNAKULAM,Perumbavoor,A. M. Road,680541,0484 2522251,,10.114174,76.472666
Morning Star Medical Centre Blood Bank,Kerala,IDUKKI,Adimali,Nazareth Hill,685561,04864 222114,,10.011876,76.958497
Saint Johns Hospital Blood Bank,Kerala,IDUKKI,Kattappana,,685515,04868 272239,,9.746856,76.110248
Mundakkayam Medical Trust (M.M.T.) Hospital Blood Bank ,Kerala,IDUKKI,Mundakayam,,686513,04869 280356,,9.535157,76.908953
Tata Tea Limited General Hospital Blood Bank,Kerala,IDUKKI,Munnar,,685612,,,10.088585,76.05619
Alphonsa Hospital Blood Bank,Kerala,IDUKKI,Murikkassery,"Annakara, SH 19",685512,04868 263873,,9.665029,77.158547
District Hospital Blood Bank,Kerala,IDUKKI,Painavu,,685603,0486 2232474,,9.848086,76.960597
Holy Family Hospital Blood Bank,Kerala,IDUKKI,Thodupuzha,Muthalakodam,686505,04862 222231,,9.912319,76.733924
I. M. A. Blood Bank Society,Kerala,IDUKKI,Thodupuzha,Thodupuzha Town Road,685584,"0486 2329400, 0486 2221237",,9.894113,76.708945
M/s. Al-Azhar Medical College & Super Speciality Hospital Blood Bank,Kerala,IDUKKI,Thodupuzha,"Building No. IV/305/A, Ezhalloor Post, Thodupuzha, Idukki",685605,04862 223000,info@aamc.org.in,9.940275,76.721012
Sara Memorial Medical laboratory and Blood Bank,Kerala,KANNUR,, Brigade Centre Fort Road,670001,0497 2767368,,11.7494919,75.5229777
Kannur Medical college and Hospital (Prestige educational Trust) Blood Bank,Kerala,KANNUR,Anjarakandy,Chovva Mathanur Road,670612,0497 2855001,,11.875772,75.499253
Saint Martin De Porres Hospital Blood Bank,Kerala,KANNUR,Cherukunnu,,670301,"0497 2860223, 0497 2860420",,11.994674,75.31285
Cannannore Co-operative Hospital Society Blood Bank,Kerala,KANNUR,Kannur,Talap,670101,"0490 2341604, 0490 2341035, 0490 2341036",,11.764148,75.479831
District Hospital Blood Bank,Kerala,KANNUR,Kannur,Railway Road,670017,0497 2733500,,11.861216,75.370639
Kerala State Co-operative Hospital Complex and Centre for Advanced Medical Services Limited,Kerala,KANNUR,Pariyaram,Pariyaram MC Campus Road,670503,"0497 2808080, 0497 2808111",kchc@mcpariyaram.com ,12.072392,75.294333
The Payyannur Co-operative Hospital Society Limited,Kerala,KANNUR,Payyannur,"No.C.1487, South Bazar",670307,"04985 207372, 04985 207373, 04985 204051",info@payyannurhospital.in,12.106236,75.209538
Josgiri Hospital Blood Bank,Kerala,KANNUR,Thalasherry,"Thalasherry, Kannur",670101,0490 2341130,josgirihospital@gmail.com,11.759133,75.478803
Tellichery Co-operative Hospital Blood Bank,Kerala,KANNUR,Thalassery,Palissery,670101,0490 2325306,,11.748758,75.486599
General Hospital Blood Bank,Kerala,KANNUR,Thalassery,,670101,0490 5326050,,11.747531,75.487227
Malabar Cancer Centre Society Blood Bank,Kerala,KANNUR,Thalassery,"Moozhikkara Post,",670103,"0490 2355881, 0490 2355981",mccbloodbank@gmail.com,11.749387,75.523483
"District Hospital Blood Bank,Kanhangad",Kerala,KASARAGOD,Kanhangad,"Chammattam Vayal, Bella (PO)",671315,0467 2204333,dhbbkngd@gmail.com,12.314687,75.105095
Medical diagnostic Centre Blood Bank,Kerala,KASARAGOD,Kanhangad,,671315,0467 2209712,,12.312192,75.093469
Community Health Centre (T.H.Q) - General Hospital Blood Bank,Kerala,KASARAGOD,Kasaragod,,671121,0499 4225580,,12.503397,74.991726
Saint Joseph Hospital Blood Bank,Kerala,KOLLAM,Anchal,Anchal Post,691306,"0475 2271341, 0475 2271342",sjhlab@gmail.com,8.929263,76.91794
District Hospital Blood Bank,Kerala,KOLLAM,Kollam,Chinnakada,691001,"0474 2768667, 0474 2798999",,8.885954,76.585798
Bishop Benziger Hospital Blood Bank,Kerala,KOLLAM,Kollam,Beach Road,691001,0474 2768204,,8.929265,76.91794
I.M.A.Blood Bank,Kerala,KOLLAM,Kollam,"Ist Floor, IMA Centre, Ashramam",691002,0474 2766551,,8.895879,76.593227
S.N.Trust Medical Mission Sankar Memorial Hospital Blood Bank,Kerala,KOLLAM,Kollam,Kollam,691001,0474 3918424,,8.889845,76.598524
Upasana Hospital Blood Bank,Kerala,KOLLAM,Kollam,"Cantonment, North Ward",691001,04742 762888,,8.891151,76.600269
Taluk Head Quarters Hospital Blood Bank,Kerala,KOLLAM,Kottakkara,,691506,0474 2452610,,9.004354,76.775632
Holy Cross Hospital Blood Bank,Kerala,KOLLAM,Kottiyam,,691571,0474 2530121,riacherian78@gmail.com,8.861805,76.673304
Padmavathy Medical Foundation Blood Bank,Kerala,KOLLAM,Manakkara,Sasthamkotta Road,690521,0476 2831408,,9.053305,76.633027
Azeezia Medical College Blood Bank,Kerala,KOLLAM,Meeyannoor,Meeyanoor Road,691537,0474 3069200,,8.889894,76.739784
Quilon Medical Trust Blood Bank Kollam,Kerala,KOLLAM,Mylapore,"N.H. Bypass Road, Umayanalloor",691589,"0474 3069999, 0474 2729393",,8.875477,76.64364
M/s. Employee&#39,s State Insurance Corporation (ESIC) Blood Bank,Kerala,KOLLAM,Paripally,"Medical College Hospital, Diagnostic Block, Building No. KP / VI/ 952 - H, Paripally, Kollam",691574,,29-12-2019,8.81078
Saint Joseph Hospital Blood Bank,Kerala,KOLLAM,Pathanapuram,Pathanapuram,691306,0475 2352333,,8.950688,76.917924
Government Hospital Blood Bank,Kerala,KOLLAM,Punalur,"Govt. Blood Bank 
Thaluk hospital 
Punalur


",691305,"0475 2222702, 0475 2228702",,9.019172,76.924716
Rotary Blood Bank,Kerala,KOTTAYAM,,Mangad Building,686001,0481 2567403,,9.593201,76.521811
Immaculate Heart of Mary Hospital Blood Bank,Kerala,KOTTAYAM,Bharanganam,"Bharanganam, Palai",686578,0472 2236158,,9.70387,76.720484
Mary Queens Mission Hospital Blood Bank,Kerala,KOTTAYAM,Kanjirappally,Erumely Road,686518,0482 8202460,,9.558106,76.813888
Little Lourde Mission Hospital Blood Bank,Kerala,KOTTAYAM,Kidangoor,,686752,0482 2254156,,9.683538,76.612118
District Hospital Blood Bank,Kerala,KOTTAYAM,Kottayam,,686002,0481 2563611,,9.590064,76.526019
Medical College Hospital Blood Bank,Kerala,KOTTAYAM,Kottayam,Gandhi Nagar S.O,686008,0481 2592220,,9.631991,76.5188
M/s. Bharath Charitable Hospital Society Blood Bank,Kerala,KOTTAYAM,Kottayam,"Azad Lane, Kottayam",686001,0481 2582947,infobharathhospital@gmail.com,9.589306,76.519311
Saint Thomas Hospital Blood Bank,Kerala,KOTTAYAM,Kurisumudu,Chettipuzha,686104,0481 2721797,,7.475639,76.547201
MUM Hospital Blood Bank,Kerala,KOTTAYAM,Monippally,,686636,0482 2242222,,9.810623,76.576836
Holy Ghost Mission Hospital Blood Bank,Kerala,KOTTAYAM,Muttuchira,Muttuchira,686613,0482 9283202,,9.757246,76.499785
S. H. Medical Centre Blood Bank,Kerala,KOTTAYAM,Nagampadam,Nagampadam,686001,0481 2562240,,9.594305,76.529494
Carmel Medical Centre Blood Bank,Kerala,KOTTAYAM,Pala,"Arattu Kadavu Road, Thirumuppam",683517,0482 2212785,,10.091904,76.265596
Marian Medical Centre Blood Bank,Kerala,KOTTAYAM,Palai,Arunapuram,686574,0482 2215519,,9.706013,76.662387
Believers Church Medical College Hospital Blood Bank,Kerala,KOTTAYAM,Pathanamthitta,"M/s. Believers Quarters Theological Seminary Building Number, XXXII/402(7), Kuttapuzha Post, Pathanamthitta
",689103,0469 3023100,bloodbank@bcmch.org,9.416683,76.575292
Velankanni Matha Hospital Private Limited Blood Bank,Kerala,KOTTAYAM,Thellakam,Building No X/387 N,686016,0481 2790920,,9.64845,76.549562
Caritas Hospital Blood Bank,Kerala,KOTTAYAM,Thellakom,M. C. Road,686630,"0481 2790025, 0481 2790029",,9.645257,76.549907
Indo American Hospital - Brainand Spine Centre Blood Bank,Kerala,KOTTAYAM,Vaikom,Chemmanakari,686173,,,9.791175,76.377084
P. V. S. Hospital Private Limited Blood Bank,Kerala,KOZHIKODE,,,673002,0495 2705045,,11.242707,75.782934
MMC Hospital Blood Bank,Kerala,KOZHIKODE,Atholi,Modakkallur,673321,0496 2701666,,11.433739,75.775293
Metro International Cardiac Centre Blood Bank,Kerala,KOZHIKODE,Calicut,"Building No. 03/1020 A-M, Basement Floor (B1), Thondayad Bypass Road, Guruvayoor Appan College ",673014,0495 6615555,,11.245438,75.836104
Mar Gregorious Diocese Memorial Muthoot Hospital Blood Bank,Kerala,KOZHIKODE,Devagiri,,689626,,,9.3258,76.539421
Kozhikode District Co-operative Hospital Blood Bank,Kerala,KOZHIKODE,Eranhipalam,Eranhipalam,673006,0495 2766820,,11.276572,75.784673
Government Woman and Child Hospital Blood Bank,Kerala,KOZHIKODE,Kottapparamba,,673001,04952 721998,,11.250764,75.78275
Government General Hospital Blood Bank,Kerala,KOZHIKODE,Kozhikode,Calicut Beach S.O,673032,"0495 2365367, 0495 2365917",,11.256595,75.770942
Medical College Hospital Blood Bank,Kerala,KOZHIKODE,Kozhikode,,673008,04952 351134,,11.271763,75.836468
Baby Memorial Hospital Blood Bank,Kerala,KOZHIKODE,Kozhikode,Indira Gandhi Road,673004,0495 2777777,,11.259595,75.792216
Fathima Hospital Blood Bank,Kerala,KOZHIKODE,Kozhikode,Bank Road,673004,"0495 2766630, 0495 2766640",,11.261961,75.780087
K M C T Hospital Blood Bank,Kerala,KOZHIKODE,Kozhikode,,673572,"0495 2293500, 0495 2720466",,11.325893,75.971356
Malabar Institute of Medical Sciences Blood Bank,Kerala,KOZHIKODE,Kozhikode,,673016,0483 2807000,,11.245745,75.797985
National Hospital Blood Bank,Kerala,KOZHIKODE,Kozhikode,,673001,0495 2723061,,11.259485,75.781234
IQRAA Hospital Blood Bank,Kerala,KOZHIKODE,Malaparamba,,673009,0495 2379100,,11.286398,75.797483
Nirmala Hospital Blood Bank,Kerala,KOZHIKODE,Marrikunnu,,673012,0495 2730211,,11.291596,75.823253
Saint Joseph Hospital Blood Bank,Kerala,KOZHIKODE,Mukkom,Agastianmoozhi,673602,"0495 2298536, 0495 2297492, 0495 2295024",,11.3311361,75.9836769
Santhi Hospital Blood Bank,Kerala,KOZHIKODE,Omassery,Omaserry,673582,0495 2282550,,11.362673,75.964611
Badagara sahakarana Asupathri Limited Blood Bank,Kerala,KOZHIKODE,Vadakara,"Edapally-Panvel Highway, Narayana Nagar",673101,0496 2520600,,11.589708,75.595256
Edappal Hospital Private Limited Blood Bank,Kerala,MALAPPURAM,Edappal,,670576,"0494 2660200, 0494 2680788",,10.782696,76.011078
Sree Valsam Institute of Medical Sciences Blood Bank,Kerala,MALAPPURAM,Edappal,"Naduvattam, Kololamba",679576,"0494 2661000, 0494 2690696",,10.765337,76.007335
Malabar Institute of Medical Sciences Blood Bank - Malappuram,Kerala,MALAPPURAM,Kottakkal,,676503,"0483 2807000, 0483 2807888",,10.995804,75.994034
Almas Hospital Blood Bank - Chankuvatty,Kerala,MALAPPURAM,Kottakkal,,676503,"0483 2748536,  0483 2748539",lab@almashospital.com,11.00015,75.991133
Orchid Institute of Health Care and Research Private Limited Blood Bank,Kerala,MALAPPURAM,Malappuram,"PB NO:212, Down Hill
P.O.Malappuram",676519,"0483-2734279, 2736369, 2736569",,11.051502,76.06974
District Hospital Blood Bank Manjeri,Kerala,MALAPPURAM,Manjeri,,676121,0483 2766880,,11.116071,76.120541
Korambayil Hospital Blood Bank,Kerala,MALAPPURAM,Manjeri,,676122,"0483 2766573, 0483 2766822",,11.123065,76.125653
Al-Shifa Hospital Private Limited,Kerala,MALAPPURAM,Perintalmanna,,679322,"04933 299160, 04933 299103",alshifagrp@sancharnet.in,10.984799,76.223878
M. E. S. Medical College Blood Bank,Kerala,MALAPPURAM,Perinthalmanna,,679338,"04933 298300, 04933 258306",,10.957239,76.175673
Government Hospital -Taluk Head Quarters Hospital Blood Bank ,Kerala,MALAPPURAM,Perinthanmanna,,679322,0493 3226505 ,,10.974255,76.231942
Taluk Head Quarters Hospital,Kerala,MALAPPURAM,Thirur,,676101,0494 2422044,,10.4458201,75.921608
Karuna Medical College Hospital Blood Bank,Kerala,PALAKKAD,Alathur,"IV/931, Vilayodi, Chittur",678103,04923 221792,,10.680366,76.775773
Mother Care Hospital Blood Bank,Kerala,PALAKKAD,Mannarkad,Vattambalam,678762,"04924 232600, 04924 232888",,10.983437,76.423227
Valluvanad Hospital Blood Bank,Kerala,PALAKKAD,Ottapalam,,679104,0466 2244405,,10.774578,76.360532
District Hospital,Kerala,PALAKKAD,Palakkad,N/A,678001,0491 2534524,,10.769198,76.658382
Palakkad Blood Bank,Kerala,PALAKKAD,Palakkad,"5/373, I Floor, Soorya Enclave, Opposite Palat Hospital,
Civil Station Road",678001,0491 2505066,,10.761629,76.655046
Holy Cross Hospital Blood Bank,Kerala,PATHANAMTHITTA,Adoor,Adoor,691523,04734 2282466,,9.161659,76.724452
Lifeline Super Speciality Hospital Blood Bank,Kerala,PATHANAMTHITTA,Adoor,"Building No XII/804 J, 14th Mile, Melood ",691523,04734 223377,,9.163442,76.706321
Mar Gregorious Memorial Muthoot Medical Centre Blood Bank,Kerala,PATHANAMTHITTA,Kozhencherry,,689641,0468 2314000,,9.337904,76.710744
Poyanil Hospital Blood Bank,Kerala,PATHANAMTHITTA,Kozhencherry,"Kozhencherry, Pathanamthitta",689546,0468 2310600,poyanilhospitals@gmail.com,9.336697,76.707947
